income,name_email_similarity,prev_address_months_count,current_address_months_count,customer_age,days_since_request,intended_balcon_amount,payment_type,zip_count_4w,velocity_6h,velocity_24h,velocity_4w,bank_branch_count_8w,date_of_birth_distinct_emails_4w,employment_status,credit_risk_score,email_is_free,housing_status,phone_home_valid,phone_mobile_valid,bank_months_count,has_other_cards,proposed_credit_limit,foreign_request,source,session_length_in_minutes,device_os,keep_alive_session,device_distinct_emails_8w,device_fraud_count,month,fraud_bool
0.9,,-1,43,30,0.0249675253286952,21.329709383381772,AA,736,9505.085610254502,5116.442805458868,4702.424484212305,10,11,CA,51,0,BC,0,1,1,,200.0,0,INTERNET,2.057947246968827,linux,0,1,,4,0
0.9,,-1,132,50,0.0063378922307367,-0.6980116897671667,AC,717,2652.652205626619,4380.108204454514,4954.928264226292,1,1,CC,237,0,BA,0,1,-1,,200.0,0,INTERNET,3.340156899245921,windows,0,1,,4,1
0.9,,-1,47,40,0.0268930606830287,-0.6289484460976813,AC,1293,5777.417304648477,3762.456043505097,4961.511300723815,1,5,CA,170,0,BB,0,1,-1,,500.0,0,TELEAPP,2.4111506029713223,other,0,1,,2,0
0.9,,-1,155,50,0.0269575472076463,-1.0392743316298088,AB,736,194.5696249025034,2587.971315122093,3033.718895046377,8,2,CA,314,1,BB,1,1,1,,2000.0,0,INTERNET,1.1195085451100697,windows,1,1,,7,1
0.7000000000000001,,-1,311,40,0.0046866230646575,-1.5075464144335262,AB,1487,3529.4063722436804,3405.5185208438825,5164.862015175508,1,10,CA,171,1,BC,1,1,31,,500.0,0,INTERNET,3.7602526141632096,windows,0,1,,4,0
0.9,,-1,96,40,0.0275406130024611,-1.4101086228398847,AB,210,2598.909560357441,2673.822172812071,4102.560445958514,1,11,CA,275,1,BA,1,1,21,,990.0,0,INTERNET,1.1076393318728617,other,0,1,,5,1
0.2,,-1,179,30,0.0337521595428113,32.806599989101386,AA,774,7419.847584548794,3694.256612255476,5977.364861427405,5,15,CA,200,1,BE,0,1,9,,1500.0,0,INTERNET,21.99570955448632,windows,0,1,,5,0
0.9,,-1,108,40,2.113631737296628,-1.0867781176533668,AC,4284,5563.134410003648,4686.182521710942,4283.263795904266,1,6,CA,212,1,BA,1,1,-1,,1500.0,0,INTERNET,1.6580779808935446,macintosh,0,1,,4,1
0.6000000000000001,,61,3,30,4.944144003577746,19.800355845081203,AA,390,6988.802649355449,7037.672961073537,3103.04591263694,11,6,CA,115,0,BC,1,0,29,,200.0,0,INTERNET,1.3778072547158755,windows,1,1,,7,0
0.9,,278,12,40,7.910317659167616,-1.478465495424747,AC,1970,13619.643693480824,7416.676318063877,5008.978083353606,14,8,CA,67,0,BC,1,1,-1,,200.0,1,INTERNET,6.3577931416295925,linux,1,1,,3,0
0.2,,-1,28,40,0.0330833790212972,-1.2738675772464454,AD,935,5814.648455647156,5828.564465467834,4782.475523003845,39,9,CA,58,0,BC,0,1,30,,200.0,0,INTERNET,39.25157367274245,windows,1,2,,3,1
0.5,,110,10,50,0.0040643277484594,-1.595797370110456,AD,711,221.70225504738244,3401.801864861368,3527.7508222179995,12,4,CA,262,0,BA,0,1,11,,1500.0,0,INTERNET,9.391363600295666,windows,0,1,,6,1
0.1,,-1,110,20,0.0107036591300618,-0.9832915165674674,AC,1244,7410.606409546355,4357.96519707496,4963.7321148566725,0,19,CA,78,1,BA,0,1,-1,,200.0,0,INTERNET,16.909981781258253,windows,0,1,,4,0
0.6000000000000001,,-1,320,40,0.0007288154644528,-0.8372695654215645,AB,1758,2107.1688038279635,3025.9231102288927,3046.4367317947026,1,12,CA,219,0,BA,0,1,1,,1500.0,0,INTERNET,5.67044962192671,windows,0,1,,7,1
0.9,,-1,58,30,0.013699020093309,11.60630234165477,AA,1272,12524.003185283456,5865.422611224986,6371.370210882878,2,12,CB,206,0,BA,0,1,21,,200.0,0,INTERNET,2.05763928716954,other,1,1,,0,0
0.6000000000000001,,27,0,30,0.6414724835146564,-1.2916966954027085,AB,1064,4170.019486310702,4807.659476444873,5630.747492486539,12,12,CA,80,1,BC,0,1,26,,200.0,0,INTERNET,5.800273848600879,linux,1,1,,2,0
0.8,,92,10,20,0.0161335424160157,16.008147382258514,AA,1372,8459.428256305573,5185.416320903943,5156.055942283998,19,11,CA,51,0,BC,0,1,20,,200.0,0,INTERNET,0.7565915850860654,other,1,1,,2,0
0.9,,-1,67,50,0.0133970159668552,-1.2716964896756922,AB,1415,8928.199084049995,5918.106160929196,5984.259800307143,8,15,CB,165,1,BB,1,1,20,,1500.0,0,INTERNET,5.70951055364414,windows,1,1,,0,0
0.9,,-1,218,50,0.0044405216421238,-0.7732757002884915,AB,890,5020.341679022825,2728.2371590193657,3087.6709516945257,1990,2,CA,295,1,BA,1,0,31,,1500.0,0,INTERNET,3.775224949895108,macintosh,1,1,,7,1
0.4,,-1,73,50,0.0021713986215045,-1.3663441636716964,AB,1111,14539.574499056083,7403.710106013109,5637.116104133344,11,3,CA,218,1,BA,0,1,1,,1500.0,0,INTERNET,3.435183305119004,windows,0,1,,2,1
0.9,,-1,30,40,0.0228641532578369,-1.105677768901288,AB,5244,7031.230436267269,7018.623063658367,6084.5089430874805,11,3,CB,125,0,BC,1,1,28,,200.0,0,INTERNET,5.566809322434479,linux,1,1,,0,0
0.6000000000000001,,-1,38,40,0.0056285483518366,-1.6315360668790468,AB,1925,9354.90352215018,6007.791510634368,5922.887553160674,13,4,CA,114,0,BA,1,0,1,,1500.0,0,INTERNET,4.043795199423356,windows,0,1,,3,1
0.6000000000000001,,-1,112,20,0.0073529501291809,-1.0984570144852388,AC,2330,2452.032470803643,4748.5362542909415,4274.512061966596,1,11,CA,170,1,BB,1,1,-1,,200.0,0,INTERNET,1.9634512498207304,other,0,1,,5,0
0.6000000000000001,,-1,44,40,0.0228685072219043,-0.7667044119158541,AB,2860,1531.929547464841,5307.166654010955,4259.7968438450425,8,2,CA,215,1,BC,0,1,11,,1500.0,0,INTERNET,26.041470171183573,windows,0,1,,6,1
0.8,,-1,102,40,0.0054664955533067,-0.3273639648388175,AC,1742,3037.1063233371724,5730.13587480974,5618.373538266392,1,17,CA,111,1,BA,0,1,15,,200.0,0,INTERNET,12.383108024801372,linux,1,1,,1,1
0.1,,-1,73,30,0.0123097375281719,-1.6664956195544232,AB,2697,7903.649086554592,5294.200409502727,4774.633580667301,14,23,CB,91,0,BB,1,1,15,,200.0,0,INTERNET,4.034584383278212,other,1,1,,4,0
0.8,,223,12,60,0.0052261936799977,-0.8131987105767807,AB,2538,7051.372718299152,4618.085383882668,4184.729161097433,8,5,CA,257,1,BB,0,1,1,,2000.0,0,INTERNET,19.671079358140872,windows,1,1,,6,1
0.3,,-1,24,30,0.0201811688148329,-1.6558456136060284,AB,1202,6730.389348182111,4991.078093305873,4252.624406734602,13,9,CA,185,1,BC,0,1,2,,500.0,0,INTERNET,3.847126837818709,windows,0,1,,4,1
0.9,,-1,135,40,0.0215631635728504,-1.7004964601215455,AB,2464,5752.816074987088,5953.194195681145,4219.180520097473,116,7,CA,299,0,BC,0,1,26,,2000.0,0,INTERNET,17.330529143646586,windows,0,1,,5,1
0.2,,-1,98,40,0.0215642031565471,-1.4216178747394257,AC,1926,1701.3211341120889,3672.624584188749,5314.961010936232,0,6,CA,277,0,BA,0,1,-1,,1500.0,0,INTERNET,5.140223116726292,other,0,1,,2,0
0.9,,49,4,30,0.0178372471005231,-1.1802922685544344,AB,1155,1403.7856704597496,4210.519882107004,4381.93973321974,859,20,CA,134,0,BB,0,1,28,,200.0,0,INTERNET,18.726882429682483,other,1,1,,4,0
0.9,,-1,155,40,0.0079776671762446,38.92435813829415,AA,890,8454.564745552485,6559.379881128738,5973.266105805566,796,8,CB,214,1,BA,1,1,2,,1500.0,0,INTERNET,40.8152156616414,linux,1,1,,0,1
0.8,,-1,124,50,0.0215480823337782,-0.8041587542140579,AB,3694,3110.558196943833,5973.704655966369,6426.01627887182,1411,4,CA,52,1,BA,1,0,1,,200.0,0,INTERNET,3.2666991021409983,other,0,1,,0,0
0.7000000000000001,,28,1,40,0.0101031623318847,-0.944906117641234,AD,2145,6758.825301054218,4573.670156336514,5073.735603545068,11,8,CB,159,0,BC,0,1,28,,200.0,0,INTERNET,3.4365411254564817,x11,0,1,,4,0
0.1,,-1,29,30,0.0007318642775701,-1.7849276284870406,AA,2229,6492.20108822528,3938.917203103733,5146.893495622917,1,12,CA,88,1,BA,0,1,-1,,500.0,0,INTERNET,14.198542119259203,windows,0,1,,3,0
0.8,,-1,45,20,3.2402663298626124,6.906811390021455,AA,1541,4977.570099572293,7872.184581435367,6340.03456277629,2,13,CA,155,0,BC,1,1,21,,200.0,0,INTERNET,3.384106086874404,windows,1,1,,0,0
0.9,,-1,53,50,0.011544824828815,-1.1597578412589602,AC,910,2394.914467942208,6207.640282132662,3749.632403269208,1373,8,CB,244,0,BD,0,1,30,,1500.0,0,INTERNET,7.998743313481034,other,0,1,,5,1
0.5,,-1,162,50,0.0033188686227413,-0.9267341908761296,AB,2854,1537.7355814064224,9039.916222009442,5316.163749295218,725,7,CE,18,0,BD,0,0,19,,200.0,0,INTERNET,5.2470247805320565,windows,0,1,,1,1
0.8,,-1,154,30,0.0242563611577089,31.84360718281277,AA,1092,4827.567911144587,7325.087756041676,5325.159010648798,409,15,CA,20,0,BC,0,1,28,,200.0,0,INTERNET,3.166404331258789,linux,0,1,,1,0
0.9,,-1,86,50,0.0158985566774284,-1.405246211457102,AC,849,897.136429347207,2868.128616203024,4330.936351432671,0,1,CC,209,0,BA,1,0,-1,,2000.0,0,INTERNET,8.070152486171,macintosh,0,1,,5,1
0.9,,31,6,40,0.0002245565152549,-1.1068455549272025,AB,347,8197.854134304742,6493.84927400037,4826.298599237738,8,9,CA,74,1,BB,0,1,2,,200.0,0,INTERNET,16.480563173658762,x11,1,1,,4,0
0.9,,55,0,30,0.0082874768604329,-1.34027264501881,AB,2858,5058.894736102783,3913.6339065091465,4281.970338498597,12,10,CA,139,0,BC,0,1,2,,200.0,0,INTERNET,7.008034639203562,windows,1,1,,5,1
0.9,,-1,41,30,0.0080408441164231,-0.4956068681200244,AD,5202,3312.0146722475856,3117.8556939086475,6642.215517143318,13,13,CA,181,1,BC,0,1,1,,1500.0,0,INTERNET,5.091064693557333,other,0,1,,0,1
0.6000000000000001,,-1,42,20,0.0076179322024313,22.0525648816925,AA,2846,11343.115379471,5076.426215473978,6521.095441100325,27,14,CD,30,0,BC,1,0,6,,200.0,0,INTERNET,41.034682075294256,linux,0,2,,0,0
0.9,,139,15,20,0.0210076804859576,-0.9403160783496612,AC,825,2249.0849221694034,2637.3047307447805,5021.513464095118,1,19,CA,170,0,BA,0,1,-1,,1500.0,0,INTERNET,9.872574051728185,other,0,1,,4,1
0.9,,-1,96,30,0.0078691131352494,33.436403090378114,AA,1980,2400.6663062986067,2893.926170718355,5342.7455600881485,2,12,CA,80,1,BB,1,1,5,,200.0,0,INTERNET,5.084939112809659,linux,1,1,,2,0
0.6000000000000001,,-1,155,40,0.0218445932688253,-0.456937214337108,AC,1646,3979.8699080470337,4171.40880010633,4117.908105384098,0,10,CA,238,1,BB,1,1,-1,,1500.0,0,INTERNET,7.963121742077518,other,1,1,,4,0
0.9,,44,4,40,0.0001301155555728,-0.2714463684111196,AB,669,2592.985605859519,1824.4559389569408,3139.638321260335,15,4,CA,146,0,BC,0,1,6,,200.0,0,INTERNET,8.803414229591034,windows,1,1,,7,0
0.9,,-1,74,30,0.3748947785990542,22.23999929094184,AA,869,6176.774278856649,6320.810030460639,5518.06419906158,1781,7,CA,200,0,BA,0,1,20,,1500.0,0,INTERNET,17.94873572965954,linux,1,1,,2,1
0.9,,-1,120,50,1.5712994420229212,-0.2768595417012386,AC,1950,10420.948851889654,4773.704194387509,4202.924227446541,0,9,CA,237,1,BA,0,1,-1,,2000.0,0,INTERNET,10.288555407728555,windows,0,2,,5,1
0.6000000000000001,,-1,144,20,0.0227809930291795,-1.0897738240430606,AB,1535,8918.731317516036,7805.827314310914,6449.40801870292,1891,8,CA,41,0,BE,0,1,1,,200.0,0,INTERNET,4.268821110339792,macintosh,1,1,,0,0
0.9,,-1,143,60,0.0230031939395444,-0.8390829849733457,AD,907,5602.700940254847,4482.330923798301,4300.943914968892,626,2,CC,290,1,BB,0,1,20,,1000.0,0,INTERNET,13.104660974943602,windows,1,1,,5,1
0.9,,-1,42,40,0.0014779876056197,50.84844600232547,AA,1639,2324.595117859875,2534.1376970820074,5130.680257008389,10,5,CB,187,0,BA,0,1,30,,200.0,0,INTERNET,3.062143950580278,other,0,2,,3,1
0.1,,-1,367,50,0.0154870361473636,-1.6762457683131224,AB,1218,1718.9503635487931,2117.72113849392,4350.20312215545,739,6,CA,93,1,BA,1,0,1,,200.0,0,INTERNET,26.29864471724186,other,0,1,,4,0
0.3,,-1,46,30,0.02376343357481,19.57147664656637,AA,1139,5580.3322568414505,4868.643004772823,4367.125857314722,1921,9,CF,62,1,BC,1,1,26,,200.0,0,INTERNET,3.863855788752775,linux,0,1,,5,0
0.9,,-1,32,20,0.0090232531350208,13.61185059195931,AA,1127,5384.515166397468,4846.346886585483,5178.16531361935,15,13,CB,216,1,BD,0,1,11,,200.0,0,INTERNET,7.516786956690674,linux,0,1,,2,0
0.4,,-1,33,30,0.0040931767921987,-1.3736357860437558,AD,1574,7693.515310157053,5002.337132164623,4421.927697667444,20,16,CA,77,1,BB,1,1,25,,200.0,0,INTERNET,4.122986153693487,windows,1,1,,6,0
0.6000000000000001,,-1,83,30,0.0349440656943287,49.61601594353072,AA,1734,1385.8252896526658,5314.668487707807,4812.713937154074,5,15,CA,176,1,BC,0,1,1,,500.0,0,INTERNET,4.607852110375403,other,1,1,,3,0
0.7000000000000001,,-1,304,60,0.6335045934602562,-1.3210591811829482,AD,2232,7689.569489629659,3686.228971369771,4305.764472950972,7,20,CA,130,1,BB,0,1,28,,1000.0,0,INTERNET,25.572544429916945,linux,1,1,,5,1
0.8,,48,43,40,0.0017352283877795,51.40581371254039,AA,1751,8224.933861576801,6345.814195424446,5213.659656432316,16,15,CA,254,0,BC,0,1,3,,1000.0,0,INTERNET,2.8055121331186785,other,1,1,,3,0
0.7000000000000001,,-1,295,20,0.0126616077198812,-0.6294410254579582,AC,3371,5005.357899070317,3064.1995006723223,4324.570736431268,0,8,CA,42,1,BE,0,1,-1,,200.0,0,INTERNET,1.9137664850924057,other,1,1,,6,1
0.6000000000000001,,-1,200,30,0.0147567504267947,14.894496623977,AA,2203,8285.53395105705,4378.249579393191,6235.873841486268,7,9,CB,60,0,BA,0,1,25,,200.0,0,INTERNET,1.4229948231035223,windows,0,1,,0,1
0.8,,-1,134,20,0.0170474124737035,-0.8325003671409476,AB,3122,9960.356607334408,5334.242392747539,4271.224550136917,546,13,CA,193,0,BE,0,1,1,,500.0,0,INTERNET,3.91391933768456,other,1,1,,5,0
0.6000000000000001,,49,2,30,0.0206715613009409,-1.9271272078935588,AB,3138,5559.988393864829,4799.768401766635,4227.497683502858,18,15,CB,210,1,BB,1,1,28,,200.0,0,INTERNET,2.1373874463907927,windows,0,1,,5,0
0.9,,-1,306,20,0.0269037119698005,15.247731163244426,AA,892,7572.933977437803,5558.640837973958,4407.798750093848,41,5,CE,132,0,BE,1,1,28,,500.0,0,INTERNET,2.4573938850579222,macintosh,1,1,,5,0
0.9,,-1,297,20,3.9418749306590456e-05,-0.173970161992493,AC,1430,3840.4264432113055,4640.575399153961,4731.210189654433,0,19,CA,253,1,BA,0,1,-1,,2000.0,0,INTERNET,7.221853818137988,other,0,1,,3,1
0.2,,-1,199,50,0.0041183713375215,-0.8029177805504609,AC,923,1855.7168024911548,6903.811795631229,5336.591873926212,0,12,CA,73,1,BB,0,1,-1,,200.0,0,INTERNET,2.858757045234336,linux,0,1,,1,0
0.3,,-1,81,40,0.0098039883629133,-0.2257036802305171,AB,1192,847.6044055380737,2971.888883745985,4033.697244007514,18,7,CA,233,0,BA,0,1,30,,1500.0,0,INTERNET,5.762625358598924,other,0,1,,7,0
0.2,,-1,45,30,0.0431154813361111,-1.4185327205279614,AB,4118,5372.559716854784,3898.629391196049,4138.0124431151335,12,21,CA,69,0,BC,0,1,28,,200.0,0,INTERNET,5.1403311741723625,linux,0,1,,5,0
0.9,,30,136,40,0.0170975992557538,22.044935905784435,AC,1713,8354.924116117592,5560.335860284396,4837.191681332974,1,3,CA,206,1,BA,0,1,-1,,1000.0,0,INTERNET,6.796225934461337,other,0,1,,4,1
0.6000000000000001,,-1,277,50,0.0167014192442613,-0.8388006225622777,AB,657,4332.174818279955,3316.390377308874,3141.592293423996,8,8,CA,248,0,BA,0,1,28,,1000.0,0,INTERNET,5.168283125596563,windows,0,1,,6,1
0.9,,-1,86,40,0.0285845027563187,-0.9396185153316772,AC,1610,3743.137449674545,3872.07263397613,4245.567298152798,0,7,CA,257,1,BA,0,1,-1,,1500.0,0,INTERNET,0.8943127523611666,windows,0,1,,4,1
0.7000000000000001,,-1,125,40,0.0343198294243801,-0.9860658698549974,AC,2246,7260.074653000894,5095.558413170255,4942.2031124750765,1,8,CA,100,1,BA,0,1,-1,,200.0,0,INTERNET,5.149405640631389,windows,1,1,,3,1
0.3,,35,8,20,0.0164195605078404,-0.9218755391706468,AB,4712,6246.213351796034,3601.834772470664,5571.930712584591,11,12,CA,106,1,BC,1,1,1,,200.0,1,INTERNET,5.759102999299247,linux,1,1,,2,0
0.8,,-1,49,50,0.0029731464146582,-0.8763725738418745,AC,1469,7423.56821449543,8614.537963770166,5292.769581638248,1,6,CB,217,0,BC,1,0,-1,,1500.0,0,INTERNET,1.4810061772242782,other,1,1,,1,0
0.6000000000000001,,36,12,20,18.713808158954546,-0.3969751240429597,AC,1131,2669.651095663515,4016.716849749461,4898.914597620129,0,7,CA,131,1,BB,0,1,-1,,200.0,0,INTERNET,7.997104946580678,linux,0,1,,4,0
0.8,,-1,124,50,0.0007751689029394,-0.4105569835010121,AB,1140,3871.0027294715287,2422.1412401292137,4285.019005440738,1444,5,CA,164,0,BB,1,1,1,,500.0,0,INTERNET,2.1039628989487578,linux,1,1,,5,0
0.1,,-1,85,30,3.312467827159924,-1.3140885265521995,AC,973,12747.616647940116,5874.109894223933,4646.5240013949215,0,7,CA,73,1,BC,0,1,-1,,200.0,0,INTERNET,5.6255419532248725,macintosh,0,1,,3,1
0.9,,-1,44,40,29.534566360417514,-0.5928443826564528,AC,667,2548.003216670097,4862.669409007144,5602.301234376914,0,8,CA,100,1,BC,0,0,-1,,200.0,0,INTERNET,7.577917345929617,windows,0,1,,1,1
0.9,,-1,85,40,0.0127859495288374,-1.5280990629966271,AC,1052,742.6517368864833,2970.259359081212,3982.4182168186494,1,8,CA,278,1,BA,0,1,-1,,500.0,0,INTERNET,0.9363678017541996,other,0,1,,6,1
0.1,,-1,79,20,0.0086978341238261,-0.6543603010727521,AB,4600,7713.267266145119,6561.958641534852,6716.883872721205,38,4,CA,45,0,BB,0,1,15,,200.0,0,INTERNET,4.6711894348132095,windows,1,1,,0,0
0.2,,-1,180,30,0.0073414288074268,35.87732699502521,AA,2037,4641.329229587281,3628.747914482921,5521.105858788578,414,12,CA,100,0,BA,0,1,28,,500.0,0,INTERNET,7.403836577563034,other,0,1,,2,1
0.9,,-1,61,50,0.0031735726543731,-0.7123299529034708,AC,1296,5638.688861001384,5148.593436085398,4312.416612062511,0,2,CA,256,1,BC,1,1,-1,,1500.0,0,INTERNET,7.297884049695767,other,0,1,,4,1
0.1,,-1,78,20,0.0343342811434132,-0.9640832986300728,AB,1022,2410.4321722769764,5422.744392458964,3469.481641303052,13,6,CA,115,1,BE,0,1,2,,200.0,0,INTERNET,6.571885970523994,other,0,1,,5,0
0.7000000000000001,,-1,83,30,0.0324076819538193,-1.4095730565284288,AC,773,6108.349073707521,4787.970015668766,4321.577416301626,0,13,CA,143,0,BC,0,1,-1,,200.0,0,INTERNET,2.35823762228984,other,0,1,,5,1
0.8,,-1,52,40,0.0030345255157169,-0.9864980408383976,AB,210,3910.8189858396913,3888.448154982517,4173.744893630213,9,5,CA,230,0,BA,0,1,30,,1000.0,0,INTERNET,8.585954025331128,windows,0,1,,5,1
0.9,,-1,81,60,0.005337408925915,-1.1508112772974692,AC,1247,4475.198876001356,5673.431786795527,5084.3276763548,0,5,CA,120,0,BC,0,1,-1,,200.0,0,INTERNET,5.0802458698779285,windows,0,1,,4,1
0.4,,152,0,60,0.0073891948994983,-1.1901069649770522,AB,629,6853.666524864684,5791.457598593315,5888.984770887513,1,3,CC,321,1,BA,0,0,-1,,1500.0,0,INTERNET,10.62917104001546,windows,0,1,,0,1
0.9,,236,17,50,0.0246662730007157,-1.1142557948379035,AC,1279,3956.019373054988,2786.5736989420006,4276.160882732613,9,6,CA,108,1,BC,1,1,-1,,200.0,0,INTERNET,13.540132527027664,linux,0,1,,6,0
0.8,,-1,80,20,0.0065276217221329,-0.7513480295972466,AB,1110,4891.518879641705,6655.538459175274,5324.798108190211,45,7,CA,22,0,BE,0,1,21,,200.0,0,INTERNET,3.774434444795398,windows,0,1,,1,1
0.5,,-1,99,30,0.0066457917000918,-0.7494641791309296,AC,144,3117.9958574503003,2407.063524913736,3070.244448373024,0,4,CA,324,1,BA,1,1,-1,,990.0,0,INTERNET,8.179306438999872,other,0,1,,7,1
0.5,,-1,43,50,0.0304161629450032,-1.0270992274331123,AB,2836,6013.367650990294,3962.269803954543,4919.377050471453,9,8,CA,68,1,BB,1,1,20,,200.0,0,INTERNET,5.475696675903689,other,0,1,,2,0
0.9,,82,141,30,0.0158087353526114,-0.5586191044829143,AC,1710,2563.979817553341,5522.4813743022205,5544.132502223061,0,8,CA,266,1,BA,0,1,-1,,2000.0,0,INTERNET,7.8659208651210655,linux,0,1,,1,1
0.8,,-1,241,40,0.0137612091864599,-0.921758961158886,AB,665,7657.250888664424,5179.253214464245,6294.658633609396,2,6,CA,188,0,BA,0,1,30,,1500.0,0,INTERNET,4.3988693268395656,other,0,1,,0,1
0.6000000000000001,,-1,138,30,0.0378011650472169,-1.2544350323637774,AB,635,1990.4931447595343,7312.709522428564,6385.174452397155,1,3,CA,125,0,BC,1,1,10,,200.0,0,INTERNET,0.4137829090706184,windows,1,2,,0,0
0.9,,34,65,50,0.000362263550425,21.18387672583589,AA,2371,2164.843138960185,6100.295626895932,3503.856599123504,2,2,CA,105,1,BC,0,1,25,,200.0,1,INTERNET,22.230388943665968,windows,0,1,,5,1
0.8,,-1,143,40,0.0053594540015002,-0.1187975083610861,AD,989,6729.942785354607,6843.4269384008285,5179.025843874043,702,9,CA,240,0,BA,0,1,25,,1500.0,0,INTERNET,3.3043865758566864,windows,1,1,,0,1
0.8,,-1,62,30,0.0125353387199973,23.81545860833605,AA,5438,8140.0930289695,3863.2852359081135,6067.838892912784,4,16,CA,150,0,BC,0,1,31,,500.0,0,INTERNET,4.502610087955532,windows,1,1,,0,0
0.9,,108,14,30,0.0116471955294552,-0.8758398875216733,AC,939,1580.024850652556,2201.772964518158,3094.592474930069,0,10,CA,225,0,BC,0,1,31,,1000.0,0,INTERNET,4.202022832319138,other,0,1,,7,0
0.9,,-1,90,40,0.0122092843178339,-0.8562805333742658,AB,1101,9067.14465120432,4778.075503209047,4977.266439055357,1,17,CA,231,1,BA,0,1,28,,1500.0,0,INTERNET,4.264499603040525,windows,0,1,,3,1
