income,name_email_similarity,prev_address_months_count,current_address_months_count,customer_age,days_since_request,intended_balcon_amount,payment_type,zip_count_4w,velocity_6h,velocity_24h,velocity_4w,bank_branch_count_8w,date_of_birth_distinct_emails_4w,employment_status,credit_risk_score,email_is_free,housing_status,phone_home_valid,phone_mobile_valid,bank_months_count,has_other_cards,proposed_credit_limit,foreign_request,source,session_length_in_minutes,device_os,keep_alive_session,device_distinct_emails_8w,device_fraud_count,month,fraud_bool
0.4,0.2824088788518737,-1,111,30,0.0028078184627223,-0.4190524870422986,AC,399,6276.252511531956,2585.511739412823,4294.643101783613,0,9,CA,155,1,BB,0,1,-1,0,200.0,0,INTERNET,4.604469472659639,other,1,1,0,5,1
0.6000000000000001,0.1508125924730671,-1,21,20,0.0349999995008189,-0.6001176492865854,AB,846,3974.667538485737,8697.36503566538,4586.531752695767,31,15,CA,39,1,BC,0,1,1,0,200.0,0,INTERNET,5.116443362352872,macintosh,1,1,0,3,1
0.9,0.9002955432000859,-1,165,60,0.0005131273216513,-0.1134868493122042,AB,982,3570.3976693161408,2772.9588491555187,4271.974824346763,2,9,CA,204,0,BA,0,1,30,0,1000.0,0,INTERNET,6.9410363198567175,windows,1,1,0,5,1
0.9,0.0144335984008137,-1,74,50,0.0330710656940273,-0.5038098452344143,AB,1225,1173.1669271297355,4930.041734349355,5485.527192019509,18,3,CA,238,1,BA,0,1,30,0,1500.0,1,INTERNET,17.782173931873157,windows,0,1,0,1,1
0.9,0.3594937853310192,-1,37,40,0.0021896127482775,-0.7275926066350971,AC,1093,2390.048401307095,2720.243489162627,3042.316387016312,9,2,CA,286,1,BC,0,1,-1,0,1500.0,0,INTERNET,1.7012711928128657,windows,0,1,0,7,1
0.2,0.8793305582430074,11,11,20,0.0366585057376955,-0.7185031301114618,AC,1354,6821.870119669708,5803.628370320085,4774.263583129361,0,13,CA,94,0,BB,0,1,-1,0,200.0,0,INTERNET,3.546192386442359,other,1,1,0,3,0
0.8,0.5806857336222132,-1,191,60,0.0059459305867864,13.139024854470186,AA,1479,7573.41554337368,5191.841523254946,6738.110225138595,4,2,CB,101,1,BE,0,0,5,0,200.0,0,INTERNET,24.67565002734497,linux,0,1,0,0,1
0.4,0.7080266901913135,32,5,30,0.0035259011905011,12.599572414234617,AA,1321,7674.26865357667,6310.9140001339065,5058.016486154079,1,9,CA,172,1,BC,0,1,22,0,500.0,0,INTERNET,11.39504628990588,windows,0,1,0,3,0
0.9,0.8798502091999443,-1,227,50,2.2949427254043555,-1.231063511115259,AB,680,4637.14216717123,2434.113288638164,4312.684063254089,2,5,CA,285,0,BA,1,0,26,0,2000.0,0,INTERNET,8.146407528537404,windows,0,1,0,6,1
0.9,0.1093917421407154,-1,79,50,0.0197849586808471,-0.8198402281525042,AC,1988,6651.865503745287,6224.643226363574,6677.476094740381,0,1,CC,245,1,BA,1,0,-1,1,1500.0,1,INTERNET,4.158524744843849,windows,1,1,0,0,1
0.2,0.2741586083475425,45,347,40,0.0089604130793463,-0.9921273997755546,AC,945,5160.151817416057,7156.23937276178,6009.43775073956,8,2,CB,101,1,BA,1,1,-1,0,200.0,0,INTERNET,4.291836490800633,linux,0,2,0,0,0
0.9,0.0739237603915219,-1,97,60,0.0061059324911437,-0.6362301397839367,AC,401,1376.8188172818045,2238.947539154128,3880.093338324337,0,6,CA,177,1,BA,1,1,-1,0,1000.0,0,INTERNET,1.8869831031253963,windows,1,1,0,4,1
0.3,0.5099456962208788,-1,72,40,0.0232387267428542,47.82190370343585,AA,1043,5222.486543209013,2987.1428561296,4197.333332573,36,10,CA,91,0,BE,0,1,30,0,200.0,0,INTERNET,5.872152263923169,other,0,1,0,5,0
0.2,0.9923486957955244,-1,84,50,0.0101141715211823,-1.0715298638780142,AB,2901,7130.064083277492,5250.725595078279,4878.4691131829495,37,4,CA,127,0,BA,1,0,31,1,1500.0,0,INTERNET,5.1974878997338125,windows,0,1,0,3,1
0.9,0.5710660590733112,-1,99,40,0.0077385311867249,-0.2553636007495975,AC,2055,1692.2675058432503,4809.9197991276815,4257.741634282388,1,10,CA,150,1,BA,0,0,-1,0,1500.0,0,INTERNET,1.7828426134039,macintosh,0,1,0,4,1
0.1,0.9959035524877788,-1,4,30,1.47691166667984,-1.5854459867572168,AB,1702,9168.73843757016,7572.518712394626,5569.423364851524,22,15,CA,154,0,BC,1,0,20,0,200.0,0,INTERNET,11.504248763181712,windows,0,1,0,2,0
0.8,0.0784355559697362,-1,53,20,0.0051244674747975,-1.2287491187656534,AC,1759,9516.77153523466,7875.495971519629,4718.506774534285,0,10,CA,44,1,BA,0,1,-1,0,200.0,0,INTERNET,8.324747812341768,other,1,1,0,3,1
0.7000000000000001,0.1111357222017925,-1,183,40,0.0023111520970882,-1.3038419435032946,AC,980,3361.240020392412,3038.459437119881,4392.621120895978,1,5,CA,125,1,BA,1,1,-1,0,500.0,0,INTERNET,5.171421653537331,linux,1,1,0,5,0
0.9,0.8718374925012307,-1,183,50,0.0015878773014851,-0.9862812290454008,AC,1781,6738.124830793627,5009.938974779616,5086.5259008085,7,2,CC,121,1,BC,1,1,-1,0,200.0,1,INTERNET,31.96583994341161,linux,0,1,0,4,1
0.3,0.875489680931011,-1,55,50,0.0315785791950759,-0.7925143780555713,AB,1160,6803.519935714132,4963.1916652457285,5122.113021281197,715,7,CA,99,0,BB,1,1,1,1,200.0,0,INTERNET,6.40672748610158,windows,1,1,0,2,0
0.4,0.1347236888642206,46,4,20,0.0073160820936768,-0.96163105891695,AC,4331,4011.350352137128,4933.57201485504,6361.200106277605,0,14,CA,88,1,BC,0,1,-1,0,200.0,0,INTERNET,2.128132437055697,linux,1,1,0,0,0
0.9,0.7403738728155174,-1,61,20,0.0106882418148711,-0.11612254558887,AC,1249,6580.572640379994,4061.093296601614,5771.924560270123,0,7,CA,87,1,BE,0,1,-1,0,200.0,0,INTERNET,14.218268642362087,other,0,1,0,2,0
0.2,0.0335461871063954,316,32,20,0.0115660716237621,-1.228833972048846,AC,2490,7437.874518244031,4201.013007072339,4883.291177760236,0,8,CA,110,0,BA,0,1,-1,0,500.0,0,INTERNET,10.771529345669842,other,0,1,0,3,0
0.6000000000000001,0.0912174403761307,33,194,60,0.0050360977980285,-1.1403769120950438,AB,1374,6172.3638933096045,7339.738803085491,3989.837555315244,4,4,CC,132,0,BC,1,1,10,0,200.0,0,INTERNET,11.921041146197489,linux,0,1,0,0,0
0.1,0.1763766865403708,-1,108,50,0.0046462035998826,-0.6348130720247126,AC,1478,8492.436446620988,5750.980861756886,6578.621171581324,0,7,CC,320,1,BA,0,1,-1,0,1500.0,0,INTERNET,19.6474135648952,windows,0,1,0,0,1
0.9,0.5197685354176598,-1,116,40,0.0073839751546071,-0.3831329223404366,AD,1516,2669.304852393113,4642.051592855089,4869.9912677252205,14,6,CB,151,0,BA,0,0,10,0,500.0,0,INTERNET,0.9013866176613164,linux,1,1,0,3,0
0.9,0.7466242621109715,-1,47,40,0.0161225457364227,-0.9935020380916344,AA,1605,1730.9323108621884,5557.298205198005,4870.057853730607,0,8,CA,218,1,BB,0,0,20,1,500.0,0,INTERNET,3.845947956115808,linux,0,1,0,1,1
0.9,0.8719237799394278,-1,83,30,0.0182429844410338,-0.3697840620192229,AB,328,3670.872100944595,2409.713944069801,3077.821481347217,12,5,CA,190,1,BA,0,1,30,0,200.0,0,INTERNET,1.5361422870242027,windows,0,1,0,7,0
0.7000000000000001,0.2974162346428499,-1,54,30,1.1519719241340192,-1.5991068722788029,AC,1334,2604.7800793718216,4640.778958951609,4175.556369044881,1,8,CA,19,1,BA,0,1,-1,0,200.0,0,INTERNET,6.1151821742187,windows,0,1,0,5,1
0.7000000000000001,0.7586600664241979,-1,85,50,0.0086904198246525,94.65631859350825,AA,1829,7368.830980776977,5452.290418383842,6827.432338166198,2,5,CA,209,1,BA,0,1,1,0,1500.0,0,INTERNET,4.815869550710122,windows,0,1,0,0,1
0.8,0.3528650164681156,-1,86,30,0.0143304774583071,96.41674359087064,AA,2530,3685.565071824575,3019.015642925403,3242.234028139744,1,11,CA,259,1,BA,0,1,15,1,2000.0,0,INTERNET,14.968949885600596,other,0,1,0,6,0
0.9,0.0760147434935053,-1,178,40,0.0180742721833852,-0.9767594526671616,AB,229,3794.4319450708745,2669.866665858335,3094.1281319191808,2,6,CA,80,1,BA,1,1,2,0,500.0,0,INTERNET,6.12085854680294,windows,1,1,0,7,0
0.8,0.6622123898722585,-1,150,40,0.0064721090844653,26.449955150074693,AA,1720,8377.265655470717,4764.210969885668,5051.1097100807065,6,7,CA,46,0,BE,0,1,21,0,500.0,0,INTERNET,18.899560984454844,other,1,1,0,3,0
0.4,0.104114835193112,-1,13,40,0.0263740739865615,-1.140774866373007,AB,1545,8307.84406139581,5553.662547936546,6228.616346302631,1,2,CA,348,1,BA,0,1,-1,0,1500.0,1,INTERNET,11.137792763509918,linux,0,1,0,0,1
0.9,0.7831527067204206,-1,143,60,0.0196798162387087,-1.0787147752900628,AB,1562,7769.657804900318,5235.331685638164,4252.367281584247,15,1,CB,255,0,BA,1,1,5,0,1500.0,0,INTERNET,8.560266772857691,linux,1,1,0,0,1
0.4,0.2026394534711699,-1,62,20,0.0038355085863639,-0.989886530548994,AB,2626,6589.4788408959375,4091.378549917689,5451.553667818954,1945,9,CA,101,1,BC,1,0,31,0,500.0,0,INTERNET,4.156760036513815,windows,0,1,0,1,1
0.9,0.6999712402910254,-1,59,40,0.0045485275977797,-1.4103971150377863,AB,1171,1736.7271054120936,2754.5557226242445,3886.2590295571263,0,9,CA,100,0,BD,1,1,1,0,200.0,0,INTERNET,0.7034909551812452,linux,1,1,0,7,0
0.9,0.5748245105377182,-1,71,30,0.7750111625922529,-0.6520024959366848,AC,1398,5366.4511215723805,5990.704892046462,5436.433304909665,0,5,CA,283,0,BA,0,1,-1,0,1500.0,0,INTERNET,6.311146343718955,windows,0,1,0,1,1
0.6000000000000001,0.4043610606058504,-1,195,60,0.0082102412887845,-0.9387591012876558,AC,1456,1977.4358826536773,6495.924604610293,4283.745158868333,0,4,CA,216,0,BA,1,1,-1,0,1500.0,0,INTERNET,5.501606874083978,windows,1,1,0,6,1
0.8,0.3071238576989323,18,1,20,0.0017436712563979,-1.2083261930771216,AC,1006,7690.806231853002,3027.697017381278,4253.318737238737,1,11,CA,89,0,BC,0,1,-1,0,200.0,0,INTERNET,1.8650505205539631,other,0,1,0,4,0
0.8,0.1271526586498272,-1,34,40,0.0645883493599586,-1.3337574100168184,AB,709,6442.437000812639,4637.386874336112,5040.100947421501,10,4,CA,154,1,BB,1,1,1,1,200.0,0,INTERNET,1.7578170796468795,windows,1,1,0,3,0
0.6000000000000001,0.7084147426682985,-1,130,30,0.0156042827571701,45.55346255200115,AA,863,10084.28013381564,4216.9836542844105,5121.526595280704,11,9,CA,6,1,BC,0,1,1,0,200.0,0,INTERNET,3.9268882334843984,windows,1,1,0,3,0
0.3,0.144453394363238,-1,56,30,0.0207627655610423,-0.7783302082085809,AB,1697,2995.3181495819777,1910.677816611272,3896.029794050258,12,9,CF,81,0,BB,1,1,31,0,200.0,0,INTERNET,19.46077732507766,other,1,1,0,7,0
0.6000000000000001,0.061921258550238,-1,52,40,0.0036038131888151,-1.4226481271751887,AD,672,6976.013361538484,6784.673799202089,5302.715817828811,12,2,CA,7,1,BC,1,1,31,0,200.0,0,INTERNET,1.4296985801679694,windows,1,1,0,4,1
0.9,0.2237762895682519,-1,102,50,0.0039594065917046,-0.9465199773320676,AB,927,1395.2529694354266,2549.536751539736,3271.0972547445726,136,4,CA,266,0,BA,1,0,10,0,1500.0,0,INTERNET,3.923613055635637,linux,0,1,0,1,1
0.9,0.9981830611280202,-1,173,60,1.3746119462249144,-0.7664358443267105,AB,2110,9011.229771201846,6184.603632827895,4245.310194134805,27,4,CB,97,0,BA,1,1,21,0,200.0,0,INTERNET,1.6563561441198362,other,1,1,0,6,0
0.6000000000000001,0.0893535180039664,-1,187,50,0.0214526556642073,-0.7229817070177631,AC,1786,5809.748448143913,3948.631896429546,4765.674644284492,1,2,CA,160,1,BA,0,1,-1,0,2000.0,1,INTERNET,0.7262253987770058,other,0,1,0,3,1
0.6000000000000001,0.0817035636217751,-1,40,30,0.0273872040776538,-1.1955180763279072,AD,813,6533.02437675251,4853.621173534787,4337.684193254814,2024,11,CA,182,1,BA,0,1,1,0,200.0,0,INTERNET,4.121531386361629,windows,1,1,0,1,1
0.9,0.5368230748664518,-1,261,50,0.0227250656897729,51.26590977211647,AA,1798,4402.8444931585545,7813.728941186126,5612.552095226138,140,5,CB,198,0,BA,0,1,15,1,1500.0,0,INTERNET,47.24552834430681,other,0,1,0,1,0
0.2,0.4511761245653517,-1,154,60,2.7410553915915674,-1.1303694803821946,AB,943,1055.671274495021,5855.443526252725,3500.155572321339,3,3,CC,205,1,BB,0,0,2,0,500.0,0,INTERNET,15.724645221397664,windows,0,1,0,6,1
0.8,0.6609501768309354,-1,158,40,0.0108454871248225,-0.9472484806452044,AB,1913,4918.43438286868,8710.794262704676,4783.05758346858,0,8,CA,226,1,BA,0,1,1,0,1500.0,1,INTERNET,3.974793280492526,windows,1,1,0,3,1
0.8,0.0769337933047386,-1,103,30,0.0011840319163408,-1.270497606467942,AB,940,1032.1087758416097,6058.038532135505,5528.176682586207,1493,7,CA,49,1,BA,0,1,30,0,200.0,0,INTERNET,5.355451510090041,linux,0,1,0,1,1
0.9,0.5701538862546854,-1,229,20,0.0351603217380483,-0.9730166252776744,AB,229,3379.681611361303,1815.348720903512,3122.6944618092107,15,5,CA,145,1,BE,1,1,26,0,200.0,0,INTERNET,4.976349131025251,linux,1,1,0,7,0
0.2,0.7117670027652109,-1,79,30,0.0276934679709995,-0.8895417877047072,AC,818,7635.25130155353,6330.938105605199,5547.042384104493,1,21,CA,115,1,BC,0,1,-1,0,200.0,0,INTERNET,2.720537873269005,windows,0,1,0,2,1
0.4,0.050123169635573,-1,167,30,0.0029830467214762,-1.165875368519205,AB,1874,4966.1855744804825,4546.791247191772,4196.409517706287,16,12,CA,89,1,BA,0,1,30,0,200.0,0,INTERNET,4.526717332489183,other,0,1,0,7,1
0.8,0.8982114233262812,-1,19,30,0.0477278862339514,-2.074089508401918,AB,1282,6599.699893429019,3148.007938370711,4180.127537474294,1984,11,CA,181,1,BD,0,1,6,0,500.0,0,INTERNET,1.8640533242703448,other,1,1,0,5,0
0.9,0.497218470174897,-1,263,60,0.0081177795648358,-1.1864105466295198,AC,3363,6328.933979247675,4968.010163887315,5309.099412248505,1,3,CA,181,0,BA,1,0,-1,1,1000.0,0,INTERNET,4.485893771009658,other,0,1,0,3,1
0.7000000000000001,0.0584057521638841,-1,278,60,0.0128132163702774,-0.5051067602067404,AB,997,4756.63815121974,2776.6344458294548,3048.9259677857176,2,1,CA,125,0,BA,1,1,10,0,200.0,0,INTERNET,1.410301998800604,windows,0,1,0,7,1
0.9,0.4874195951620111,-1,170,30,0.017332236367978,-0.2286886510886078,AC,1002,3956.196402747434,2772.8869183226543,3121.2192185152667,1,8,CA,160,0,BA,1,1,-1,1,1000.0,0,INTERNET,3.2933500699788327,other,1,1,0,7,0
0.1,0.0590265359063006,-1,120,30,0.0112912634130595,25.23823129294198,AA,1489,11351.335324675856,7158.411758981933,5477.30251644451,1542,13,CA,71,0,BE,0,0,15,0,200.0,0,INTERNET,18.31007856559753,windows,0,2,0,2,0
0.9,0.0807041143671811,-1,167,30,0.0098314007137354,-0.699706334893623,AB,1571,3037.4293406248125,2847.3342608000294,3094.5697721407696,6,5,CA,216,0,BA,0,1,1,0,1500.0,0,INTERNET,3.231456271337983,windows,0,1,0,6,1
0.3,0.8834535785247863,-1,371,20,0.027304716425696,-0.6621073430735689,AC,2832,2820.479698747629,4647.750723978481,5752.870307539242,0,12,CB,93,1,BA,1,1,-1,0,200.0,0,INTERNET,3.788708380596368,linux,1,1,0,2,0
0.9,0.3940535906980553,-1,189,40,0.0008173958418084,-0.8904695931363835,AD,1056,6814.311729483336,4051.5792201182953,4705.118651511687,27,5,CA,301,1,BA,0,1,2,0,1500.0,0,INTERNET,3.749026830651794,windows,0,1,0,3,0
0.9,0.0430430005199475,-1,197,50,3.0083594565117666,-1.256516089390795,AB,1147,8026.00665807201,5146.470769891263,4182.619170685393,8,4,CA,248,1,BA,0,1,30,0,1500.0,0,INTERNET,31.77307551981953,linux,0,2,0,6,1
0.3,0.1691810385464357,30,9,40,20.416066504860225,35.88447312102268,AA,2263,10569.510962718816,6305.538191699673,6819.272682420263,48,20,CA,61,1,BA,0,1,19,1,200.0,0,INTERNET,3.4497461429049565,windows,0,1,0,2,1
0.8,0.6910385657448891,-1,55,20,0.0072513520328055,-0.8587779564521316,AD,874,5305.770630997628,3446.2647635232365,3714.450271765934,12,7,CA,259,0,BE,0,1,6,0,1000.0,0,INTERNET,4.012812641291023,other,1,1,0,7,0
0.8,0.5241962653937816,-1,322,40,0.0205223802320699,-0.5219751715526353,AC,1123,2201.0585265260816,5796.935920069062,4926.899872345814,0,7,CA,136,0,BA,0,1,-1,0,500.0,0,INTERNET,2.2323818599585667,other,1,1,0,4,0
0.7000000000000001,0.3800332445200173,64,13,10,0.0279494587972825,-1.3442743536455313,AC,984,1995.373805119144,5209.656663290387,4309.661357612536,0,10,CA,132,0,BA,0,1,-1,1,500.0,0,INTERNET,2.319273153342297,linux,0,1,0,5,0
0.9,0.1388544909763793,-1,161,50,0.0136902086918357,-1.1587388846643831,AB,1066,14592.489587507664,7748.344462303195,5962.195890288511,27,5,CC,212,1,BB,0,1,2,1,1500.0,0,INTERNET,3.310821782827832,linux,0,1,0,0,1
0.4,0.2823777084795493,-1,367,30,0.0263404338341842,-1.0654044586650375,AB,4966,7149.11067477613,6086.056167457662,6006.540533247534,7,14,CA,14,1,BE,1,1,2,0,200.0,0,INTERNET,3.8472820422795753,windows,1,1,0,0,0
0.9,0.1841322667934396,-1,48,20,0.0054166656734354,102.02308130440603,AD,2093,2061.55397578967,4296.412128569432,5550.664100315084,811,17,CB,43,0,BE,0,1,1,0,200.0,0,INTERNET,3.9818736840558846,other,0,1,0,1,0
0.9,0.9177007693016244,-1,101,30,0.0054591440959674,-0.4188354455223732,AC,706,5829.433052237162,3390.214410968324,5231.766232859164,1,9,CA,238,1,BB,0,1,-1,0,1500.0,0,INTERNET,7.279656807790732,windows,0,1,0,2,1
0.8,0.7696583200039909,-1,34,40,0.0065267915102693,-0.906029552735646,AC,832,8036.196469613826,5370.8002728437705,5392.781081306001,0,2,CB,206,1,BC,1,1,-1,1,1500.0,0,INTERNET,5.085553175262058,linux,1,1,0,1,0
0.8,0.5588079735630709,-1,257,50,0.0216012191265897,-1.2067824281150743,AC,2533,8797.78380613062,5923.503035299423,4721.415861666801,0,4,CA,91,1,BA,0,0,-1,0,200.0,0,INTERNET,4.0600106125033175,other,0,1,0,4,1
0.8,0.9953595916604108,-1,198,30,9.959332117962738,11.33194350172017,AA,469,8001.09463628023,5075.927698860131,4284.620754909368,664,11,CA,210,1,BD,0,1,11,1,500.0,1,INTERNET,7.2309695034546735,linux,1,1,0,4,0
0.8,0.2043830235135036,-1,116,40,0.6189637573150958,-1.2301167448073067,AC,847,4177.332263899672,3103.4812618225715,4304.898104452484,0,10,CA,247,0,BB,0,1,-1,0,200.0,0,INTERNET,12.28799056516636,linux,0,1,0,5,1
0.9,0.1641844426482784,-1,87,50,1.0839728525372043,-0.6732881863205418,AB,1119,3242.8002717394274,3628.3684453413416,4145.114847573165,43,7,CA,74,1,BC,1,1,5,0,200.0,0,INTERNET,17.371674752126733,other,1,1,0,5,1
0.8,0.1199471727530262,57,11,20,0.0061522430852011,-1.6911940211317464,AB,956,4354.3656460134725,3201.863099486476,3151.234273251859,13,9,CA,76,1,BA,0,1,28,0,200.0,0,INTERNET,2.9174344604780766,linux,1,1,0,7,0
0.6000000000000001,0.0187246947057395,110,44,20,0.0149984673788449,-0.9153813774120576,AB,1085,8108.830599903608,5275.598698918248,6817.699730917898,1,19,CA,147,1,BC,1,0,28,0,500.0,0,INTERNET,2.775778966904555,windows,0,1,0,0,0
0.1,0.386387023516986,25,7,30,0.0097034284456951,-1.6370404137444503,AC,842,2817.956106319682,1784.611632551129,3121.781792520241,1,7,CE,119,0,BC,0,1,-1,0,200.0,0,INTERNET,2.1241628634871823,linux,1,1,0,7,0
0.7000000000000001,0.5062779237388567,-1,157,50,0.0099414041898537,48.30407018186389,AA,972,7385.838729117758,8768.540820286422,5034.059725223599,1,8,CA,189,1,BA,0,1,20,1,1000.0,0,INTERNET,5.724371132029918,other,0,2,0,4,1
0.7000000000000001,0.0930603046713148,-1,187,20,0.0183514481550893,-1.2506105384518489,AB,2034,5188.969770768129,5395.89001911441,4116.112970281285,256,9,CA,158,1,BA,0,1,25,0,2000.0,0,INTERNET,3.5597992964268483,linux,0,1,0,5,1
0.2,0.5057399104104735,-1,69,30,0.0006523373373459,-1.0227905840185774,AB,1086,7782.292592096434,6619.914171302469,5482.184193671292,8,14,CA,58,1,BC,1,1,15,0,200.0,0,INTERNET,6.255702577275121,linux,0,1,0,2,1
0.7000000000000001,0.8712314435422545,217,38,40,0.0131907008513227,-0.9935959277676208,AA,1192,13152.654846090583,8184.760294470157,5539.343868321244,4,11,CD,96,0,BB,0,1,1,0,200.0,0,INTERNET,28.842043559793915,other,0,1,0,1,0
0.8,0.7047473274520631,-1,66,40,22.38539123993068,-0.8044955899227485,AC,1190,4133.535620200366,3397.4993931543554,3933.830366752197,0,6,CB,151,1,BB,0,1,-1,0,500.0,0,INTERNET,7.9450900786029885,linux,0,1,0,6,0
